id,imageURL,selfieURL,challengeID
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,0d00a268-9c99-42fc-8ac9-7c682d27f36f
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,74b1f9df-f02c-419e-8f7d-9fa460652157
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,92327499-d6ac-4c69-8505-5a47160b7fac
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,e48d7440-21fe-46fb-a23b-d273eefd6ba4
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,88fcc2a7-fd00-43e0-8e04-3bd7aef5e38a
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,e3580d7c-9a1e-44d3-9c3e-7d0ed27d5c45
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,319ff832-a614-4f21-ac14-8f419f756464
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,ad5fa032-913d-4708-8779-29467ddbdfa5
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,2e8d1952-814a-48d9-9b19-5e68fa6fd197
540406143,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,https://driver-image-preprocessed-production.s3.amazonaws.com/public/1dc78e28f0ca425baf865fa06cdfc67a.jpg,7596c10f-3dce-4994-9999-477e8fdb6f1f
