id,imageURL,selfieURL,challengeID
943142069,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,ba245766-bdfe-4f1a-bcf1-f49d4da62d6d
943142052,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,83a95987-da3a-4d8c-93f9-9020780a36e1
943248618,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,e2b97509-ecdc-4eae-b4cd-377ea3757165
943252850,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,88d861d9-d41c-4dc3-846b-483e94bc0bbe
940579775,https://driver-image-preprocessed.s3.amazonaws.com/public/34ee34c6-688d-4cbf-b7c4-c59a442bd1e2.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20230405%2Faba0db59-9187-492a-97fd-ac7f87dc7f61_1680693565601.jpg?alt=media&token=b38fc630-6c3b-4eae-8330-a65fb7219686,
943208458,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,191719dd-8b4a-4d99-924a-f28ede6d156a
943140495,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,a505728c-861c-44ca-a923-9ff54d2c5849
943199503,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,646469e4-8741-436b-a94c-abe2114db5c4
943240499,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,1f3087cf-6fc1-4154-8922-d14efcd6ccdf
942014919,https://driver-image-preprocessed.s3.amazonaws.com/public/14db2e62-cd29-4f2a-8b8c-6740bd81c9f1.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20230321%2F052f9576-1a1c-49a0-b868-f2af955d223a_1679383822750.jpg?alt=media&token=f694095e-7c5c-4e85-961b-fc00a1c6edea,cd7298cb-adf8-4351-9cdc-332a6d630436
943203798,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,
943154207,https://driver-image-preprocessed.s3.amazonaws.com/public/d9b00e57-0673-4dde-9dcb-6daf4741885c.jpg,https://firebasestorage.googleapis.com/v0/b/driver-app-staging-face-recognition/o/20220623%2F0074d012-5030-4b8f-9622-a2ba4347146d_1655988431116.jpg?alt=media&token=c41e613a-7f4b-4300-887e-f9b16ca5a21c,
